Date,Title,Content
2024-07-03,Bitcoin Spot ETFs Increase Holdings by 208 BTC,"According to BlockBeats, on July 4th, Lookonchain reported that nine spot ETFs increased their holdings by 208 BTC, equivalent to approximately 12.5 million USD. BlackRock's IBIT was among the ETFs that increased their holdings, adding 228 BTC to their portfolio. The current holdings of IBIT stand at 307,206 BTC, which is approximately 18.5 billion USD. On the other hand, Grayscale reduced its holdings by 11 , equivalent to about 678,000 USD. Despite this reduction, Grayscale still holds a substantial amount of Bitcoin, with its current holdings standing at 275,260 BTC, approximately 16.5 billion USD."
2024-07-03,Marathon Digital Reports Unaudited Bitcoin Production And Miner Installation Update For June 2024,"According to Odaily, Marathon Digital, a mining company, has released an unaudited update on Bitcoin production and miner installation for June 2024. As of June 30, 2024, the company holds a total of 18,536 unrestricted BTC. In a strategic move, Marathon Digital chose not to sell any Bitcoin in June. The company's balance sheet shows a holding of $268 million in cash and cash equivalents, with unrestricted cash and cash equivalents, and the combined balance of Bitcoin amounting to $1.4296 billion. This financial update provides an insight into the company's strategic decisions and financial health, reflecting its commitment to holding Bitcoin assets and maintaining a strong cash position."
2024-07-03,"Bitcoin's Long-Term Technical Outlook May Overwhelm Bullish Arguments, Says 10x Research","According to Odaily, in its latest market report, 10x Research has indicated that the combination of 's long-term technical aspect, on-chain signals, (especially from miner inventory), and market structure data could potentially outweigh bullish arguments stemming from the US presidential election and eventual rate cuts, at least in the short term. Bitcoin has returned to the range of 60,000 to 61,000 US dollars, and a break below this range could lead to liquidation. During periods of extremely low trading volume, timely rebounds over the past weekend have triggered multiple upward liquidations (shorts being stopped out). The simple attempts to trigger these stop losses were successful, but the upward risk brought by short covering has now decreased, and the downward risk has materialized. Yesterday, 10x reiterated its medium-term view that the market will further correct downwards. This suggests that the cryptocurrency market, particularly , may face a period of adjustment and potential decline in the near future."
2024-07-03,"Bitcoin ETF Buyers' Average Entry Price Estimated at $60,000-$61,000, Says 10x Research Founder","According to BlockBeats, Markus Thielen, the founder of 10x Research, has estimated in his latest report that the average entry price for ETF buyers is between $60,000 and $61,000. He suggests that retesting this level could trigger a wave of liquidations. Thielen stated that when Bitcoin fell to $56,500 on May 2, BlackRock claimed that 'sovereign wealth funds and pension funds' were about to enter the market, which helped to halt the decline. However, BlackRock now states that 80% of the funds invested in the IBIT ETF come from retail investors, not institutions."
2024-07-03,Deutsche Digital Assets Launches New Bitcoin Macro ETP,"According to Odaily, Deutsche Digital Assets has announced the launch of a new Macro Exchange Traded Product (ETP). This new financial instrument provides investors with a novel way to gain exposure to the Bitcoin market. The Bitcoin Macro ETP is a type of investment fund and exchange-traded product, traded on a national stock exchange. It is designed to track the performance of Bitcoin, allowing investors to speculate on the price movements of this popular cryptocurrency without the need to directly own it. This announcement by Deutsche Digital Assets marks a significant development in the cryptocurrency market, offering a new avenue for investors to participate in the market. It is expected to attract a wide range of investors, from individuals to institutional investors, who are looking for a regulated and transparent way to invest in Bitcoin."
2024-07-03,"Bitcoin Holders Opt To Buy More During Price Drops, Says Pomp Investments Founder","According to Odaily, Anthony Pompliano, the founder of Pomp Investments, has shared his observations on holders' behavior during a recent interview with Fox Business. He noted that most Bitcoin holders do not choose to sell when the price drops. Instead, they actively buy more during these periods of decline. This insight into the mindset of Bitcoin investors suggests a strong belief in the long-term value of the cryptocurrency, despite short-term market fluctuations. It also indicates a level of resilience among Bitcoin holders, who appear to view price drops as buying opportunities rather than causes for panic selling. Pompliano's comments provide a snapshot of the current sentiment among investors. It is a testament to the enduring appeal of Bitcoin, even in the face of market volatility. This behavior of Bitcoin holders could potentially influence the overall market dynamics, reinforcing the strength and stability of the cryptocurrency."
2024-07-03,Riot Platforms Boosts Mining Hashrate By 50% In A Month,"According to Odaily, US-based mining company Riot Platforms has reportedly increased its mining hashrate by 50% within a month. This significant increase in the company's mining power demonstrates its commitment to enhancing its operational efficiency and productivity in the competitive Bitcoin mining industry. Riot Platforms' decision to boost its mining hashrate is a strategic move aimed at maximizing its Bitcoin production. The company's increased mining power will likely result in a higher yield of Bitcoin, thereby potentially increasing its market share and profitability. This development is a clear indication of Riot Platforms' dedication to strengthening its position in the mining sector. It also underscores the company's confidence in the long-term value and potential of Bitcoin, despite the volatile nature of the cryptocurrency market."
2024-07-03,Bitcoin and Major Cryptocurrencies Face Sharp Decline Amid Concerns Over Mt. Gox Sales,"According to CoinDesk, and other major cryptocurrencies experienced a significant drop during Asian trading hours, reversing the made earlier in the week. This price drop is partly attributed to concerns about large Bitcoin sales from the defunct Mt. Gox exchange, which is set to distribute assets stolen in a 2014 hack later this month. Bitcoin led the declines in Asian trading hours as major tokens wiped out gains made at the start of the week. Bitcoin dropped to $60,900 from over $62,000 shortly after Tokyo markets opened, with losses of up to 3% across ether, 's SOL, and . was little changed while Cardano's ADA pared some gains from a Tuesday rally as its development foundation published certain indicators to comply with European regulatory requirements. The CoinDesk 20, a liquid index of the biggest tokens, has fallen more than 1.7% in the past 24 hours. The declines came as U.S.-listed exchange-traded funds tracking recorded outflows of $13 million, breaking a five-day streak of inflows. Singapore-based QCP Capital suggested that concerns about large Bitcoin sales following distributions by the defunct Mt. Gox exchange likely contributed to the bearish sentiment. Mt. Gox is set to start distributing assets stolen from clients in a 2014 hack in July 2024, after years of postponed deadlines. The repayments will be made in bitcoin and bitcoin cash, potentially adding selling pressure to both markets. Despite the short-term turbulence, some traders maintain a long-term bullish outlook, with expectations of a rally of up to $150,000 after the Mt. Gox distribution is completed. Tom Lee, the head of research at Fundstrat Global Advisors, expressed about a sharp rebound in the second half, expecting Bitcoin to reach $150,000 in 2024 due to demand from the spot ETFs, the reward halving, and Federal Reserve interest-rate cuts."
2024-07-03,"Mt.Gox Likely Begins Repayment Process, Indicates Capriole Investments Founder","According to Odaily, Charles Edward, the founder of the digital asset hedge fund Capriole Investments, has suggested that Mt.Gox, the infamous cryptocurrency exchange, may have started repaying its creditors. Edward disclosed data indicating a significant movement of on the blockchain, with the volume of movement being ten times higher than the previous peak. This suggests that the distribution from Mt.Gox may indeed have begun. The Mt.Gox exchange, once the largest Bitcoin exchange in the world, collapsed in 2014 after a massive hack that resulted in the loss of 850,000 Bitcoins. The exchange has since been in a long and complex legal process to repay its creditors. The recent movement of Bitcoin on the blockchain, as indicated by Edward, could be a sign that the repayment process has finally started. However, it is important to note that this information is based on Edward's interpretation of the data and has not been officially confirmed by Mt.Gox or any other official source. Therefore, while the data suggests a significant movement of , it is not definitive proof that Mt.Gox has begun its repayment process. Further updates and official confirmations are awaited to provide a clearer picture of the situation."
2024-07-03,Bitcoin Surges Past 60000 USDT Mark,"According to Foresight News, has made a significant recovery, breaking through the 60000 USDT mark. The current price stands at 60114 USDT. The 24-hour drop has narrowed down to 3.3%. This surge indicates a positive momentum for the cryptocurrency, which has been experiencing fluctuations in recent times."
2024-07-03,Bloomberg Analyst: Bitcoin ETF Achieves Strong Net Positive Flows During Crypto Market Decline,"Eric Balchunas, a senior analyst at Bloomberg ETF, has observed that despite the broader decline in the cryptocurrency market, Bitcoin ETFs have continued to experience strong net positive flows. This resilience speaks to the sustained investor confidence in Bitcoin ETFs, even amid market turbulence. Main Takeaways: 1. Net Positive Flows: - Daily, Weekly, and Monthly: Bitcoin ETFs have consistently achieved net positive flows across different time frames. - Year-to-Date Stability: As of now, year-to-date net flows have stabilized at +$14.6 billion, indicating robust investor interest and activity. 2. Market Resilience: - Pullback Phase: Despite being in a ""pullback"" phase, Bitcoin ETFs have demonstrated resilience, maintaining strong inflows. - **Investor Sentiment:** The continuous positive flows during a market decline suggest that investors are still bullish on Bitcoin's long-term potential. Detailed Analysis: Consistent Inflows: - Short-Term Trends: Both daily and weekly net positive flows indicate that Bitcoin ETFs are attracting continuous interest from a diverse range of investors. - Long-Term Stability: The stable year-to-date net inflow of +$14.6 billion highlights the sustained confidence in Bitcoin ETFs as a viable investment vehicle, mitigating short-term market fluctuations. Commentary from Eric Balchunas: - Observation: “I would have thought that this would be the case earlier during the market decline, but during this period, the year-to-date net flows have stabilized at +14.6 billion, which is a good sign. The Bitcoin ETF has remained strong during the 'pullback' phase.” - Implications: Balchunas's insights indicate that the current market behaviour underscores growing institutional and retail interest in Bitcoin ETFs as a strategic investment, even in volatile conditions."
2024-07-03,US Judge Rejects DraftKings' Request To Dismiss NFT Buyers' Class Action Lawsuit,"According to Odaily, a judge in Massachusetts, USA, has rejected DraftKings' request to dismiss a class action lawsuit initiated by its NFT buyers. The lawsuit claims that these tokens are investment contracts, laying the groundwork for future court disputes over whether NFTs are securities. DraftKings is a sports-themed NFT based on the blockchain. The lawsuit was first brought against DraftKings by buyer Justin Dufoe in March 2023 on behalf of all other owners, claiming that these NFTs meet the requirements of the Howey Test. In this recent ruling, the court agreed that DraftKings' NFTs involve investment of money, pooling of assets into a common enterprise, sharing of risk and profit, and a reasonable expectation of profit from DraftKings' actions, thus it is reasonable to classify them as securities under the Howey Test. The court believes that the value of the NFTs depends on the success of the DraftKings market, which is a reasonable statement, and points out that the value changes in sync with the interest of a specific market, which is an issue that has been resolved in previous NFT review cases."
2024-07-03,Bitcoin Expansion Protocol QED Secures Seed Funding Valued in Nine Figures,"According to BlockBeats, expansion protocol QED has announced the acquisition of seed funding valued in nine figures. The funding, amounting to $6 million, was provided by Blockchain Capital on July 3rd. The significant investment underscores the growing interest and confidence in the potential of Bitcoin expansion protocols. QED's successful funding round is a testament to the increasing recognition of the role of such protocols in enhancing the scalability and functionality of Bitcoin. The funding will likely be used to further develop and refine the QED protocol, although specific plans for the funds have not been disclosed. This investment by Blockchain Capital represents a significant endorsement of QED and its potential to contribute to the evolution of . This news comes amid a broader trend of increased investment in Bitcoin and related technologies, reflecting the growing mainstream acceptance of cryptocurrencies. The successful funding round for QED is a clear indication of this trend, demonstrating the willingness of investors to back innovative solutions in the cryptocurrency space."
2024-07-03,"Bitcoin And S&P 500 Correlation Drops, Indicating Market Divergence","According to Odaily, the correlation between (BTC) and the S&P 500 (SPX) has dropped to 0.05, indicating a market divergence. Over the past five years, the two have been highly positively correlated during the pandemic period and from the end of 2021 to 2022. At the beginning of 2024, both showed significant increases. However, despite the SPX continuously reaching new highs, BTC has been hovering around $60,000, occasionally falling below this level. Since 2019, BTC and SPX have shown negative correlation four times, each time indicating a local low point in Bitcoin prices. This suggests that while the traditional stock market continues to perform strongly, Bitcoin's performance has been more volatile and less predictable. The divergence in the correlation between the two could be an indication of a shift in market dynamics, with Bitcoin potentially becoming less influenced by traditional market movements."
2024-07-02,"Bitcoin(BTC) Drops Below 62,000 USDT with a 1.40% Decrease in 24 Hours","On Jul 02, 2024, 14:42 PM(UTC). According to Binance Market Data, has dropped below 62,000 USDT and is now trading at 61,978.011719 USDT, with a narrowed 1.40% decrease in 24 hours."
2024-07-02,"Bitcoin Breaks Downtrend, Indicates Matrixport","According to Foresight News, Matrixport, a digital assets financial services company, has announced on social media that has broken its downtrend. The firm pointed out that on June 25, Bitcoin reached what could be its 'lowest possible level' in the Matrixport Greed and Fear Index, a level typically associated with a price rebound. On June 26, it was suggested that Bitcoin had been oversold. Over the weekend, Bitcoin broke its short-term downtrend. Although there is still resistance to a sustained rebound, tactically, the rebound has already occurred."
2024-07-02,Binance Market Update (2024-07-02),"The global cryptocurrency market cap now stands at $2.34T, up by 0.99% over the last day, according to CoinMarketCap data. has been trading between $62,401 and $63,862 over the past 24 hours. As of 09:30 AM (UTC) today, BTC is trading at $62,690, down by -0.24%. Most major cryptocurrencies by market cap are trading mixed. Market outperformers include , , and , up by 18%, 11%, and 11%, respectively. Top stories of the day:   Market movers: : $3446.2 (-0.95%) : $580.5 (-0.29%) : $148.14 (+0.43%) : $0.4825 (+0.40%) : $0.12358 (-1.47%) : $0.41 (+2.40%) : $0.12833 (+2.11%) : $28.33 (-5.44%) : $0.00001717 (-0.17%) : $62657.89 (-0.37%) Top gainers on Binance: (+18%) (+11%) (+11%)"
2024-07-02,"Bitcoin (BTC) Surpasses 63,000 USDT with a 0.23% Increase in 24 Hours","On Jul 02, 2024, 12:47 PM (UTC). According to Binance Market Data, (BTC) has crossed the 63,000 USDT benchmark and is now trading at 63,020 USDT, with a narrowed 0.23% increase in 24 hours."
2024-07-02,Iris Energy Raises $413.4 Million For Expansion Plans Post Bitcoin Halving,"According to Odaily, Australian crypto mining company, Iris Energy, has raised $413.4 million through a stock issuance since mid-May to fund its expansion plans for 2024 following the halving event. In a press release issued on Monday, Iris Energy stated that it had raised this total revenue by selling 39.8 million shares through its At-The-Market ( ) stock issuance plan between May 15 and June 28. The company had previously raised $257 million through equity financing in Q1 and an additional $44.8 million between March 31 and May 15. In the first half of this year, Iris Energy has raised a total of approximately $714 million. The funds will be used to support the company's growth and expansion plans following the Bitcoin halving event, which is expected to impact the profitability of mining operations."
2024-07-02,"Bitcoin Yet To Reach Peak Of Current Appreciation Cycle, May Surpass Historical High This Year","According to BlockBeats, a report cited by CNBC from CCData reveals that has not yet reached the peak of its current appreciation cycle and may surpass its historical high this year. Bitcoin set a new record high of over $73,700 in March but has since been fluctuating between approximately $59,000 and $72,000. The journey to the record high in March was primarily due to the approval and launch of Bitcoin spot exchange-traded funds (ETFs) by the United States in January. According to data from CCData, these ETFs have attracted about $14.41 billion in net inflows to date. 'cycles' primarily revolve around 'halving' events. Historical trends indicate that 'halving' events always precede price increase periods, which may last from 366 days to 548 days, 'then produce a cycle peak. Due to the maturity and reduced volatility of the asset class, each halving will experience a longer cycle than the previous one.'"
2024-07-02,German Government Wallet Transfers Bitcoin To Flow Traders,"According to Foresight News, recent data from has revealed that a wallet tagged as belonging to the German government has transferred 361.877 Bitcoins to Flow Traders. Additionally, 138.14 Bitcoins were transferred to an address beginning with 139PoPE1b. The transactions occurred approximately 30 minutes ago. Further details about the transactions or the reasons behind them have not been disclosed."
2024-07-02,Bitcoin Emerges Victorious in Social Media Poll by Michael Dell,"According to U.Today, a recent social media poll by Michael Dell, the founder of the globally recognized computer giant, saw emerging as the most important thing, beating artificial intelligence (AI) and love and relationships. The poll, which aimed to determine the most important thing among AI, Bitcoin, and love and relationships, ended with Bitcoin securing the first place with 43.1% of the votes. Love and relationships followed closely with 39.2% of the votes, while AI lagged behind with 9.3% of the votes. Michael Saylor, the executive chairman of MicroStrategy, responded to the poll by posting a screenshot and affirming that Bitcoin is indeed 'the most important' thing. This is not the first time Dell, who has an estimated personal net worth of $105.2 billion, has hinted at his interest in Bitcoin. Previously, Dell made a post about scarcity creating value, which was widely interpreted as a reference to Bitcoin by the cryptocurrency community. Saylor also commented on Dell's post, further fueling the speculation. However, despite the buzz created by Dell's -related social media posts, it is still unclear whether the centibillionaire is genuinely interested in investing in the leading cryptocurrency. Dell's company began accepting Bitcoin in 2014 but discontinued its support in 2017 due to insufficient demand. Although Dell has expressed about blockchain technology, he declined to comment on Bitcoin in 2021. It remains to be seen if his views on Bitcoin have evolved since then."
2024-07-02,"Grayscale GBTC Sees No Fund Inflow or Outflow, Fidelity FBTC and ARK 21Shares ARKB Witness Significant Inflows","According to Odaily, there were no fund inflows or outflows observed in Grayscale's GBTC yesterday. In contrast, Fidelity's FBTC saw a net inflow of 65 million US dollars, and 21Shares' ARKB experienced a net inflow of 13 million US dollars. This information was monitored and reported by Trader T. The significant inflow in Fidelity's FBTC and ARK 21Shares' ARKB indicates a positive trend in these funds. However, the lack of any fund movement in Grayscale's GBTC presents a contrasting scenario. The financial market's dynamics are constantly changing, and these fund movements provide valuable insights into the current market trends and investor behavior. The substantial inflow in Fidelity's FBTC and 21Shares' ARKB could be a sign of increased investor confidence in these funds. On the other hand, the stagnant fund movement in Grayscale's GBTC might suggest a wait-and-see approach from its investors."
2024-07-02,"Bitcoin Network Fees Drop, Pressuring Miners' Revenue","According to Bloomberg, network fees have significantly decreased, putting pressure on miners' revenue. The average price of these fees has dropped to between $3 and $5, a significant decrease from the $45 average in January, as per data from Kaiko. This decrease has made the mining process less profitable, as costs such as energy, wages, and rent remain practically unchanged. In the past, Bitcoin price rallies following a halving have typically helped miners offset the drop in rewards. The price of Bitcoin has increased after the previous three halvings. However, Bitcoin's price has remained relatively stable since the software change on April 19. In April, fees had spiked to almost $150 following the halving, due to a surge in nonfungible tokens being minted on the blockchain. This increase provided a short-term relief for miners before the fees returned to average levels. One of the largest Bitcoin miners, Marathon Digital, sold 390 Bitcoin in May and plans to sell more tokens to manage its finances. According to Kaiko, the risk of forced Bitcoin selling from miners may continue in the coming months. The research firm also predicts that the revenue squeeze will lead to mergers as miners seek to consolidate assets and increase efficiency. This consolidation trend is expected to continue as the impact of the halving reverberates throughout the industry. Kaiko cited the example of miner Riot Platforms Inc., without providing further details."
2024-07-02,CleanSpark's Bitcoin Production Surges in June,"According to Odaily, CleanSpark, a mining company, reported an increase in its Bitcoin production in June. The company produced 445 Bitcoins, a significant rise from the 417 Bitcoins mined in May. Additionally, CleanSpark disclosed that it sold 8.06 Bitcoins in June at an average price of approximately $67,514 per Bitcoin. This information indicates a positive trend in the company's Bitcoin mining and sales operations. However, the specific impact of this increase on the company's overall financial performance is not detailed in the report."
2024-07-02,Bitcoin Pledge Protocol Lombard Secures $16 Million Seed Funding,"According to Odaily, Lombard, a pledge protocol, has successfully raised $16 million in seed funding. The round was led by Polychain Capital, with participation from BabylonChain, Inc., dao5, Franklin Templeton, Foresight Ventures, Mirana Ventures, Mantle EcoFund, and Nomad Capital. Lombard plans to use this funding to further develop the Bitcoin re-pledge ecosystem and promote the subsequent development of the Bitcoin pledge protocol, Babylon. Once users pledge Bitcoin through Babylon, Lombard will issue the LBTC token, representing the liquidity and yield of the pledged Bitcoin, to unlock liquidity. Lombard intends to integrate LBTC into the DeFi protocol later this year."
2024-07-02,"Federal Reserve Chairman, ECB and Brazil Central Bank Heads Jointly Address, Bitcoin Increases by 0.66%","According to BlockBeats, on July 2nd, Federal Reserve Chairman Powell, European Central Bank President Lagarde, and Brazil Central Bank President Neto jointly made a statement. Since Chairman Powell's commentary on the economy, has seen a 0.66% increase. The joint address by the heads of these major financial institutions has had a noticeable impact on the cryptocurrency market, particularly Bitcoin. The increase, although slight, indicates a positive response from the market following the economic commentary by the Federal Reserve Chairman. This event underscores the influence of global economic factors on the value of cryptocurrencies."
2024-07-02,Bitcoin Miner Northern Data Considers IPO In The US,"According to Foresight News, miner Northern Data is reportedly considering an Initial Public Offering (IPO) in the United States as early as the first half of next year. The entity, which will be listed after merging with a cloud computing service named Taiga and its data center named Ardent, is estimated to be valued between $10 billion and $16 billion, as suggested by banks. Northern Data may also sell a minority stake in this department to investors before going public. In previous news from Foresight News, Tether had arranged a credit of $610 million for Northern Data in November 2023 and purchased stocks of Northern Data AG in September 2023."
2024-07-02,Dormant Bitcoin Address Activated After 13 Years,"According to PANews, a dormant address containing approximately 33 BTC, equivalent to about 2,142,474 US dollars, has been activated after 13 years. The activation was detected by Whale Alert around 13:25 Beijing time on July 2nd. This event marks a significant moment in the cryptocurrency world as it involves a substantial amount of Bitcoin that has been inactive for over a decade. The reasons behind the sudden activation of this dormant address remain unknown. It is also unclear whether the activation will have any significant impact on the Bitcoin market. Further details about the transaction and the identity of the address owner are yet to be disclosed."
